Date,fb,amzn,brk
14/07/2017,159.970001,1001.809998,169.470001
17/07/2017,159.729996,1010.039978,170.160004
18/07/2017,162.860001,1024.449951,170.309998
19/07/2017,164.139999,1026.869995,171.199997
20/07/2017,164.529999,1028.699951,171.330002
21/07/2017,164.429993,1025.670044,171.339996
24/07/2017,166,1038.949951,171.369995
25/07/2017,165.279999,1039.869995,172.940002
26/07/2017,165.610001,1052.800049,173.020004
27/07/2017,170.440002,1046,173.050003
28/07/2017,172.449997,1020.039978,174
31/07/2017,169.25,987.780029,174.970001
01/08/2017,169.860001,996.190002,176.289993
02/08/2017,169.300003,995.890015,177.850006
03/08/2017,168.589996,986.919983,178.990005
04/08/2017,169.619995,987.580017,179.919998
07/08/2017,171.979996,992.27002,178.039993
08/08/2017,171.229996,989.840027,176.429993
09/08/2017,171.179993,982.01001,178.059998
10/08/2017,167.399994,956.919983,176.360001
11/08/2017,168.080002,967.98999,175.339996
14/08/2017,170.75,983.299988,177.289993
15/08/2017,171,982.73999,177.470001
16/08/2017,170,978.179993,178.539993
17/08/2017,166.910004,960.570007,177.160004
18/08/2017,167.410004,958.469971,177.559998
21/08/2017,167.779999,953.289978,178.339996
22/08/2017,169.639999,966.900024,180.449997
23/08/2017,168.710007,958,179.979996
24/08/2017,167.740005,952.450012,178.429993
25/08/2017,166.320007,945.26001,179.600006
28/08/2017,167.240005,946.02002,178.699997
29/08/2017,168.050003,954.059998,178.619995
30/08/2017,169.919998,967.590027,180.350006
31/08/2017,171.970001,980.599976,181.160004
01/09/2017,172.020004,978.25,180.729996
05/09/2017,170.720001,965.27002,176.979996
06/09/2017,172.089996,967.799988,176.789993
07/09/2017,173.210007,979.469971,173.990005
08/09/2017,170.949997,965.900024,175.5
11/09/2017,173.509995,977.960022,177.869995
12/09/2017,172.960007,982.580017,178.630005
13/09/2017,173.050003,999.599976,178.919998
14/09/2017,170.960007,992.210022,178.570007
15/09/2017,171.639999,986.789978,179.889999
18/09/2017,170.009995,974.190002,181.470001
19/09/2017,172.520004,969.859985,183.009995
20/09/2017,172.169998,973.210022,183.820007
21/09/2017,171.110001,964.650024,183.160004
22/09/2017,170.539993,955.099976,181.860001
25/09/2017,162.869995,939.789978,182.520004
26/09/2017,164.210007,938.599976,181.860001
27/09/2017,167.679993,950.869995,183.270004
28/09/2017,168.729996,956.400024,183.210007
29/09/2017,170.869995,961.349976,183.320007
02/10/2017,169.470001,959.190002,185.410004
03/10/2017,169.960007,957.099976,185.669998
04/10/2017,168.419998,965.450012,185.830002
05/10/2017,171.240005,980.849976,187.119995
06/10/2017,172.229996,989.580017,187.429993
09/10/2017,172.5,990.98999,187.5
10/10/2017,171.589996,987.200012,188
11/10/2017,172.740005,995,187.460007
12/10/2017,172.550003,1000.929993,186.300003
13/10/2017,173.740005,1002.940002,187.369995
16/10/2017,174.520004,1006.340027,187.960007
17/10/2017,176.110001,1009.130005,187.389999
18/10/2017,176.029999,997,187.850006
19/10/2017,174.559998,986.609985,187.210007
20/10/2017,174.979996,982.909973,189.039993
23/10/2017,171.270004,966.299988,189.389999
24/10/2017,171.800003,975.900024,189.779999
25/10/2017,170.600006,972.909973,188.710007
26/10/2017,170.630005,972.429993,188.610001
27/10/2017,177.880005,1100.949951,188.589996
30/10/2017,179.869995,1110.849976,187.850006
31/10/2017,180.059998,1105.280029,186.940002
01/11/2017,182.660004,1103.680054,187.169998
02/11/2017,178.919998,1094.219971,188.610001
03/11/2017,178.919998,1111.599976,187.270004
06/11/2017,180.169998,1120.660034,186.679993
07/11/2017,180.25,1123.170044,186.300003
08/11/2017,179.559998,1132.880005,184.600006
09/11/2017,179.300003,1129.130005,184.490005
10/11/2017,178.460007,1125.349976,183.679993
13/11/2017,178.770004,1129.170044,184.399994
14/11/2017,178.070007,1136.839966,183.339996
15/11/2017,177.949997,1126.689941,181.809998
16/11/2017,179.589996,1137.290039,182.050003
17/11/2017,179,1129.880005,181.059998
20/11/2017,178.740005,1126.310059,181.630005
21/11/2017,181.860001,1139.48999,183.179993
22/11/2017,180.869995,1156.160034,182.559998
24/11/2017,182.779999,1186,182.360001
27/11/2017,183.029999,1195.829956,183.490005
28/11/2017,182.419998,1193.599976,187.539993
29/11/2017,175.130005,1161.27002,189.850006
30/11/2017,177.179993,1176.75,193.009995
01/12/2017,175.100006,1162.349976,194.559998
04/12/2017,171.470001,1133.949951,196.960007
05/12/2017,172.830002,1141.569946,196.070007
06/12/2017,176.059998,1152.349976,196.009995
07/12/2017,180.139999,1159.790039,196.339996
08/12/2017,179,1162,196.440002
11/12/2017,179.039993,1168.920044,196.699997
12/12/2017,176.960007,1165.079956,199.070007
13/12/2017,178.300003,1164.130005,197.399994
14/12/2017,178.389999,1174.26001,196.660004
15/12/2017,180.179993,1179.140015,197.779999
18/12/2017,180.820007,1190.579956,199.339996
19/12/2017,179.509995,1187.380005,197.910004
20/12/2017,177.889999,1177.619995,197.789993
21/12/2017,177.449997,1174.76001,198.889999
22/12/2017,177.199997,1168.359985,197.919998
26/12/2017,175.990005,1176.76001,197.570007
27/12/2017,177.619995,1182.26001,198.690002
28/12/2017,177.919998,1186.099976,199.559998
29/12/2017,176.460007,1169.469971,198.220001
02/01/2018,181.419998,1189.01001,197.220001
03/01/2018,184.669998,1204.199951,199.789993
04/01/2018,184.330002,1209.589966,200.690002
05/01/2018,186.850006,1229.140015,201.419998
08/01/2018,188.279999,1246.869995,202.740005
09/01/2018,187.869995,1252.699951,203.020004
10/01/2018,187.839996,1254.329956,205.610001
11/01/2018,187.770004,1276.680054,206.690002
12/01/2018,179.369995,1305.199951,210.160004
16/01/2018,178.389999,1304.859985,210.289993
17/01/2018,177.600006,1295,214.160004
18/01/2018,179.800003,1293.319946,213.190002
19/01/2018,181.289993,1294.579956,213.25
22/01/2018,185.369995,1327.310059,215.970001
23/01/2018,189.350006,1362.540039,215.559998
24/01/2018,186.550003,1357.51001,215.610001
25/01/2018,187.479996,1377.949951,215.100006
26/01/2018,190,1402.050049,217.190002
29/01/2018,185.979996,1417.680054,215.460007
30/01/2018,187.119995,1437.819946,214.410004
31/01/2018,186.889999,1450.890015,214.380005
01/02/2018,193.089996,1390,217.25
02/02/2018,190.279999,1429.949951,209.119995
05/02/2018,181.259995,1390,196.800003
06/02/2018,185.309998,1442.839966,201.240005
07/02/2018,180.179993,1416.780029,200.369995
08/02/2018,171.580002,1350.5,191.419998
09/02/2018,176.110001,1339.599976,196.020004
12/02/2018,176.410004,1386.22998,198.889999
13/02/2018,173.149994,1414.51001,197.990005
14/02/2018,179.520004,1451.050049,200.539993
15/02/2018,179.960007,1461.76001,203.899994
16/02/2018,177.360001,1448.689941,203.789993
20/02/2018,176.009995,1468.349976,203.050003
21/02/2018,177.910004,1482.920044,201.020004
22/02/2018,178.990005,1485.339966,200.729996
23/02/2018,183.289993,1500,202.759995
26/02/2018,184.929993,1521.949951,210.619995
27/02/2018,181.460007,1511.97998,209.660004
28/02/2018,178.320007,1512.449951,207.199997
01/03/2018,175.940002,1493.449951,201.529999
02/03/2018,176.619995,1500.25,201.339996
05/03/2018,180.399994,1523.609985,203.240005
06/03/2018,179.779999,1537.640015,204.550003
07/03/2018,183.710007,1545,204.300003
08/03/2018,182.339996,1551.859985,205.289993
09/03/2018,185.229996,1578.890015,212.940002
12/03/2018,184.759995,1598.390015,211.820007
13/03/2018,181.880005,1588.180054,209.130005
14/03/2018,184.190002,1591,206.990005
15/03/2018,183.860001,1582.319946,207.820007
16/03/2018,185.089996,1571.680054,206.960007
19/03/2018,172.559998,1544.930054,203.990005
20/03/2018,168.149994,1586.51001,204.75
21/03/2018,169.389999,1581.859985,204.830002
22/03/2018,164.889999,1544.920044,197.630005
23/03/2018,159.389999,1495.560059,192.460007
26/03/2018,160.059998,1555.859985,199.339996
27/03/2018,152.220001,1497.050049,196.149994
28/03/2018,153.029999,1431.420044,196.669998
29/03/2018,159.789993,1447.339966,199.479996
02/04/2018,155.389999,1371.98999,195
03/04/2018,156.110001,1392.050049,197.960007
04/04/2018,155.100006,1410.569946,200.110001
05/04/2018,159.339996,1451.75,200.850006
06/04/2018,157.199997,1405.22998,195.490005
09/04/2018,157.929993,1406.079956,195.330002
10/04/2018,165.039993,1436.219971,197.800003
11/04/2018,166.320007,1427.050049,195.220001
12/04/2018,163.869995,1448.5,198.130005
13/04/2018,164.520004,1430.790039,197
16/04/2018,164.830002,1441.5,198.220001
17/04/2018,168.660004,1503.829956,199.270004
18/04/2018,166.360001,1527.839966,199.509995
19/04/2018,168.100006,1556.910034,200.380005
20/04/2018,166.279999,1527.48999,200.130005
23/04/2018,165.839996,1517.859985,199.419998
24/04/2018,159.690002,1460.089966,196.800003
25/04/2018,159.690002,1460.170044,196.800003
26/04/2018,174.160004,1517.959961,197.029999
27/04/2018,173.589996,1572.619995,197.229996
30/04/2018,172,1566.130005,193.729996
01/05/2018,173.860001,1582.26001,195.110001
02/05/2018,176.070007,1569.680054,193.309998
03/05/2018,174.020004,1572.079956,191.610001
04/05/2018,176.610001,1580.949951,195.639999
07/05/2018,177.970001,1600.140015,197.059998
08/05/2018,178.919998,1592.390015,196.240005
09/05/2018,182.660004,1608,199.869995
10/05/2018,185.529999,1609.079956,201.199997
11/05/2018,186.990005,1602.910034,199.300003
14/05/2018,186.639999,1601.540039,199.179993
15/05/2018,184.320007,1576.119995,197.360001
16/05/2018,183.199997,1587.280029,197.830002
17/05/2018,183.759995,1581.76001,197.490005
18/05/2018,182.679993,1574.369995,196.059998
21/05/2018,184.490005,1585.459961,197.910004
22/05/2018,183.800003,1581.400024,198.130005
23/05/2018,186.899994,1601.859985,195.949997
24/05/2018,185.929993,1603.069946,194.830002
25/05/2018,184.919998,1610.150024,194.149994
29/05/2018,185.740005,1612.869995,189.869995
30/05/2018,187.669998,1624.890015,194.100006
31/05/2018,191.779999,1629.619995,191.529999
01/06/2018,193.990005,1641.540039,192.229996
04/06/2018,193.279999,1665.27002,191.300003
05/06/2018,192.940002,1696.349976,190.770004
06/06/2018,191.339996,1695.75,193.990005
07/06/2018,188.179993,1689.300049,195.570007
08/06/2018,189.100006,1683.98999,196.009995
11/06/2018,191.539993,1689.119995,195.330002
12/06/2018,192.399994,1698.75,195.270004
13/06/2018,192.410004,1704.859985,194.550003
14/06/2018,196.809998,1723.859985,192.5
15/06/2018,195.850006,1715.969971,191.759995
18/06/2018,198.309998,1723.790039,191.110001
19/06/2018,197.490005,1734.780029,190.350006
20/06/2018,202,1750.079956,189.5
21/06/2018,201.5,1730.219971,188.860001
22/06/2018,201.740005,1715.670044,188.910004
25/06/2018,196.350006,1663.150024,186.729996
26/06/2018,199,1691.089966,186.440002
27/06/2018,195.839996,1660.51001,184.910004
28/06/2018,196.229996,1701.449951,187.089996
29/06/2018,194.320007,1699.800049,186.649994
02/07/2018,197.360001,1713.780029,187.830002
03/07/2018,192.729996,1693.959961,186.020004
05/07/2018,198.449997,1699.72998,187.5
06/07/2018,203.229996,1710.630005,187.559998
09/07/2018,204.740005,1739.02002,189.639999
10/07/2018,203.539993,1743.069946,189.899994
11/07/2018,202.539993,1755,189.910004
12/07/2018,206.919998,1796.619995,189.960007
13/07/2018,207.320007,1813.030029,190.960007
16/07/2018,207.229996,1822.48999,192
17/07/2018,209.990005,1843.930054,190.410004
18/07/2018,209.360001,1842.920044,200.440002
19/07/2018,208.089996,1812.969971,197.490005
20/07/2018,209.940002,1813.699951,196.779999
23/07/2018,210.910004,1802,197.850006
24/07/2018,214.669998,1829.23999,198.460007
25/07/2018,217.5,1863.609985,197.610001
26/07/2018,176.259995,1808,197.460007
27/07/2018,174.889999,1817.27002,197.949997
30/07/2018,171.059998,1779.219971,199.089996
31/07/2018,172.580002,1777.439941,197.869995
01/08/2018,171.649994,1797.170044,197.850006
02/08/2018,176.369995,1834.329956,198.059998
03/08/2018,177.779999,1823.290039,200.240005
06/08/2018,185.690002,1847.75,206.059998
07/08/2018,183.809998,1862.47998,208.720001
08/08/2018,185.179993,1886.52002,208.940002
09/08/2018,183.089996,1898.52002,209.100006
10/08/2018,180.259995,1886.300049,206.630005
13/08/2018,180.050003,1896.199951,205.169998
14/08/2018,181.110001,1919.650024,205.830002
15/08/2018,179.529999,1882.619995,204.5
16/08/2018,174.699997,1886.52002,207.559998
17/08/2018,173.800003,1882.219971,208.139999
20/08/2018,172.5,1876.709961,208.460007
21/08/2018,172.619995,1883.420044,208.490005
22/08/2018,173.639999,1904.900024,207.330002
23/08/2018,172.899994,1902.900024,207.240005
24/08/2018,174.649994,1905.390015,207.979996
27/08/2018,177.460007,1927.680054,210.509995
28/08/2018,176.259995,1932.819946,210.770004
29/08/2018,175.899994,1998.099976,211.270004
30/08/2018,177.639999,2002.380005,209.75
31/08/2018,175.729996,2012.709961,208.720001
04/09/2018,171.160004,2039.51001,210.050003
05/09/2018,167.179993,1994.819946,212.259995
06/09/2018,162.529999,1958.310059,212.880005
07/09/2018,163.039993,1952.069946,214.039993
10/09/2018,164.179993,1939.01001,215.110001
11/09/2018,165.940002,1987.150024,215.100006
12/09/2018,162,1990,214.589996
13/09/2018,161.360001,1989.869995,214.889999
14/09/2018,162.320007,1970.189941,216.369995
17/09/2018,160.580002,1908.030029,216.289993
18/09/2018,160.300003,1941.050049,218.300003
19/09/2018,163.059998,1926.420044,220.949997
20/09/2018,166.020004,1944.300049,221.679993
21/09/2018,162.929993,1915.01001,220.520004
24/09/2018,165.410004,1934.359985,218.130005
25/09/2018,164.910004,1974.550049,218.050003
26/09/2018,166.949997,1974.849976,216.110001
27/09/2018,168.839996,2012.97998,216.699997
28/09/2018,164.460007,2003,214.110001
01/10/2018,162.440002,2004.359985,214.779999
02/10/2018,159.330002,1971.310059,215.289993
03/10/2018,162.429993,1952.76001,216.399994
04/10/2018,158.850006,1909.420044,218.970001
05/10/2018,157.330002,1889.650024,219.460007
08/10/2018,157.25,1864.420044,222.059998
09/10/2018,157.899994,1870.319946,223.759995
10/10/2018,151.380005,1755.25,213.100006
11/10/2018,153.350006,1719.359985,205.190002
12/10/2018,153.740005,1788.609985,206.800003
15/10/2018,153.520004,1760.949951,205.029999
16/10/2018,158.779999,1819.959961,209.830002
17/10/2018,159.419998,1831.72998,210.520004
18/10/2018,154.919998,1770.719971,208.699997
19/10/2018,154.050003,1764.030029,209.830002
22/10/2018,154.779999,1789.300049,206.190002
23/10/2018,154.389999,1768.699951,204
24/10/2018,146.039993,1664.199951,199.809998
25/10/2018,150.949997,1782.170044,201.979996
26/10/2018,145.369995,1642.810059,198.490005
29/10/2018,142.089996,1538.880005,200.039993
30/10/2018,146.220001,1530.420044,203.350006
31/10/2018,151.789993,1598.01001,205.279999
01/11/2018,151.75,1665.530029,205.860001
02/11/2018,150.350006,1665.530029,206.570007
05/11/2018,148.679993,1627.800049,216.240005
06/11/2018,149.940002,1642.810059,218.509995
07/11/2018,151.529999,1755.48999,221.240005
08/11/2018,147.869995,1754.910034,222.419998
09/11/2018,144.960007,1712.430054,219.630005
12/11/2018,141.550003,1636.849976,215.419998
13/11/2018,142.160004,1631.170044,217.919998
14/11/2018,144.220001,1599.01001,216.029999
15/11/2018,143.850006,1619.439941,217.380005
16/11/2018,139.529999,1593.410034,218.410004
19/11/2018,131.550003,1512.290039,217.940002
20/11/2018,132.429993,1495.459961,210.710007
21/11/2018,134.820007,1516.72998,210.860001
23/11/2018,131.729996,1502.060059,207.070007
26/11/2018,136.380005,1581.329956,210.630005
27/11/2018,135,1581.420044,212.529999
28/11/2018,136.759995,1677.75,217.5
29/11/2018,138.679993,1673.569946,217.699997
30/11/2018,140.610001,1690.170044,218.240005
03/12/2018,141.089996,1772.359985,220.809998
04/12/2018,137.929993,1668.400024,210.119995
06/12/2018,139.630005,1699.189941,207.960007
07/12/2018,137.419998,1629.130005,204.880005
10/12/2018,141.850006,1641.030029,203.259995
11/12/2018,142.080002,1643.23999,202.279999
12/12/2018,144.5,1663.540039,202.479996
13/12/2018,145.009995,1658.380005,202.419998
14/12/2018,144.059998,1591.910034,200
17/12/2018,140.190002,1520.910034,197.919998
18/12/2018,143.660004,1551.47998,196.520004
19/12/2018,133.240005,1495.079956,195.169998
20/12/2018,133.399994,1460.829956,193.580002
21/12/2018,124.949997,1377.449951,192.100006
24/12/2018,124.059998,1343.959961,187.759995
26/12/2018,134.179993,1470.900024,197.570007
27/12/2018,134.520004,1461.640015,200.119995
28/12/2018,133.199997,1478.02002,202.080002
31/12/2018,131.089996,1501.969971,204.179993
02/01/2019,135.679993,1539.130005,202.800003
03/01/2019,131.740005,1500.280029,191.660004
04/01/2019,137.949997,1575.390015,195.199997
07/01/2019,138.050003,1629.51001,196.910004
08/01/2019,142.529999,1656.579956,196.309998
09/01/2019,144.229996,1659.420044,196.369995
10/01/2019,144.199997,1656.219971,196.580002
11/01/2019,143.800003,1640.560059,196.289993
14/01/2019,145.389999,1617.209961,195.779999
15/01/2019,148.949997,1674.560059,196.940002
16/01/2019,147.539993,1683.780029,198.410004
17/01/2019,148.300003,1693.219971,198.779999
18/01/2019,150.039993,1696.199951,204.479996
22/01/2019,147.570007,1632.170044,200.720001
23/01/2019,144.300003,1640.02002,201.149994
24/01/2019,145.830002,1654.930054,201.020004
25/01/2019,149.009995,1670.569946,202.75
28/01/2019,147.470001,1637.890015,200.949997
29/01/2019,144.190002,1593.880005,202.050003
30/01/2019,150.419998,1670.430054,205.960007
31/01/2019,166.690002,1718.72998,205.539993
01/02/2019,165.710007,1626.22998,209.190002
04/02/2019,169.25,1633.310059,208.520004
05/02/2019,171.160004,1658.810059,207.820007
06/02/2019,170.490005,1640.26001,206.009995
07/02/2019,166.380005,1614.369995,201.729996
08/02/2019,167.330002,1588.219971,200.919998
11/02/2019,165.789993,1591,203.050003
12/02/2019,165.039993,1638.01001,206.149994
13/02/2019,164.070007,1640,205.800003
14/02/2019,163.949997,1622.650024,202.779999
15/02/2019,162.5,1607.949951,205.289993
19/02/2019,162.289993,1627.579956,205.690002
20/02/2019,162.559998,1622.099976,206.160004
21/02/2019,160.039993,1619.439941,205.330002
22/02/2019,161.889999,1631.560059,201.910004
25/02/2019,164.619995,1633,202.309998
26/02/2019,164.130005,1636.400024,201.899994
27/02/2019,162.809998,1641.089966,202.289993
28/02/2019,161.449997,1639.829956,201.300003
01/03/2019,162.279999,1671.72998,203.130005
04/03/2019,167.369995,1696.170044,201.809998
05/03/2019,171.259995,1692.430054,201.470001
06/03/2019,172.509995,1668.949951,200.669998
07/03/2019,169.130005,1625.949951,199.300003
08/03/2019,169.600006,1620.800049,198.699997
11/03/2019,172.070007,1670.619995,202.089996
12/03/2019,171.919998,1673.099976,202.5
13/03/2019,173.369995,1690.810059,204.059998
14/03/2019,170.169998,1686.219971,203.380005
15/03/2019,165.979996,1712.359985,204.309998
18/03/2019,160.470001,1742.150024,206.679993
19/03/2019,161.570007,1761.849976,205.149994
20/03/2019,165.440002,1797.27002,203.270004
21/03/2019,166.080002,1819.26001,204.429993
22/03/2019,164.339996,1764.77002,200.550003
25/03/2019,166.289993,1774.26001,199.440002
26/03/2019,167.679993,1783.76001,200.619995
27/03/2019,165.869995,1765.699951,199.210007
28/03/2019,165.550003,1773.420044,200.660004
29/03/2019,166.690002,1780.75,200.889999
01/04/2019,168.699997,1814.189941,205
02/04/2019,174.199997,1813.97998,203.880005
03/04/2019,173.539993,1820.699951,203.669998
04/04/2019,176.020004,1818.859985,204.100006
05/04/2019,175.720001,1837.280029,205.330002
08/04/2019,174.929993,1849.859985,205.25
09/04/2019,177.580002,1835.839966,204.919998
10/04/2019,177.820007,1847.329956,204.520004
11/04/2019,177.509995,1844.069946,206.669998
12/04/2019,179.100006,1843.060059,210.559998
15/04/2019,179.649994,1844.869995,209.740005
16/04/2019,178.869995,1863.040039,211.800003
17/04/2019,178.779999,1864.819946,210.369995
18/04/2019,178.279999,1861.689941,209.990005
22/04/2019,181.440002,1887.310059,209.490005
23/04/2019,183.779999,1923.77002,211.610001
24/04/2019,182.580002,1901.75,210.570007
25/04/2019,193.259995,1902.25,211.949997
26/04/2019,191.490005,1950.630005,214.220001
29/04/2019,194.779999,1938.430054,216.580002
30/04/2019,193.399994,1926.52002,216.710007
01/05/2019,193.029999,1911.52002,216.710007
02/05/2019,192.529999,1900.819946,215.929993
03/05/2019,195.470001,1962.459961,218.600006
06/05/2019,193.880005,1950.550049,213.160004
07/05/2019,189.770004,1921,209.429993
08/05/2019,189.539993,1917.77002,209.289993
09/05/2019,188.649994,1899.869995,208.559998
10/05/2019,188.339996,1889.97998,209.020004
13/05/2019,181.539993,1822.680054,205.009995
14/05/2019,180.729996,1840.119995,203.690002
15/05/2019,186.270004,1871.150024,202.979996
16/05/2019,186.990005,1907.569946,204.630005
17/05/2019,185.300003,1869,203.270004
20/05/2019,182.720001,1858.969971,202.729996
21/05/2019,184.820007,1857.52002,203.360001
22/05/2019,185.320007,1859.680054,202.600006
23/05/2019,180.869995,1815.47998,201.300003
24/05/2019,181.059998,1823.280029,201.690002
28/05/2019,184.309998,1836.430054,199.699997
29/05/2019,182.190002,1819.189941,198.520004
30/05/2019,183.009995,1816.319946,199.740005
31/05/2019,177.470001,1775.069946,197.419998
03/06/2019,164.149994,1692.689941,198.559998
04/06/2019,167.5,1729.560059,201.589996
05/06/2019,168.169998,1738.5,203.300003
06/06/2019,168.330002,1754.359985,204.770004
07/06/2019,173.350006,1804.030029,205.809998
10/06/2019,174.820007,1860.630005,207.160004
11/06/2019,178.100006,1863.699951,206.630005
12/06/2019,175.039993,1855.319946,204.570007
13/06/2019,177.470001,1870.300049,204.990005
14/06/2019,181.330002,1869.670044,205.160004
17/06/2019,189.009995,1886.030029,203.479996
18/06/2019,188.470001,1901.369995,206.009995
19/06/2019,187.479996,1908.790039,206.75
20/06/2019,189.529999,1918.189941,208.039993
21/06/2019,191.139999,1911.300049,206.210007
24/06/2019,192.600006,1913.900024,206.850006
25/06/2019,188.839996,1878.27002,208.070007
26/06/2019,187.660004,1897.829956,208.509995
27/06/2019,189.5,1904.280029,212.020004
28/06/2019,193,1893.630005,213.169998
01/07/2019,193,1922.189941,214.619995
02/07/2019,195,1934.310059,214.539993
03/07/2019,197.199997,1939,215.160004
05/07/2019,196.399994,1942.910034,215.25
08/07/2019,195.759995,1952.319946,215.130005
09/07/2019,199.210007,1988.300049,214.75
10/07/2019,202.729996,2017.410034,214.029999
11/07/2019,201.229996,2001.069946,213.169998
12/07/2019,204.869995,2011,214.100006
15/07/2019,203.910004,2020.98999,213.539993
16/07/2019,203.839996,2009.900024,212.880005
17/07/2019,201.800003,1992.030029,207.449997
18/07/2019,200.779999,1977.900024,207.979996
19/07/2019,198.360001,1964.52002,205.970001
22/07/2019,202.320007,1985.630005,204.839996
23/07/2019,202.360001,1994.48999,206.460007
24/07/2019,204.660004,2000.810059,207.970001
25/07/2019,200.710007,1973.819946,207.899994
26/07/2019,199.75,1943.050049,209.899994
29/07/2019,195.940002,1912.449951,208.610001
30/07/2019,197.039993,1898.530029,207.809998
31/07/2019,194.229996,1866.780029,205.429993
01/08/2019,192.729996,1855.319946,201.710007
02/08/2019,189.020004,1823.23999,202.669998
05/08/2019,181.729996,1765.130005,197.729996
06/08/2019,184.509995,1787.829956,200.550003
07/08/2019,185.149994,1793.400024,198.210007
08/08/2019,190.160004,1832.890015,200.520004
09/08/2019,187.850006,1807.579956,199.050003
12/08/2019,185.369995,1784.920044,197.179993
13/08/2019,188.449997,1824.339966,198.779999
14/08/2019,179.710007,1762.959961,195.809998
15/08/2019,182.589996,1776.119995,198.309998
16/08/2019,183.699997,1792.569946,199.720001
19/08/2019,186.169998,1816.119995,200.940002
20/08/2019,183.809998,1801.380005,198.149994
21/08/2019,183.550003,1823.540039,199.240005
22/08/2019,182.039993,1804.660034,201.009995
23/08/2019,177.75,1749.619995,197.160004
26/08/2019,180.360001,1768.869995,200.199997
27/08/2019,181.300003,1761.829956,198.350006
28/08/2019,181.759995,1764.25,200.449997
29/08/2019,185.570007,1786.400024,203.199997
30/08/2019,185.669998,1776.290039,203.410004
03/09/2019,182.389999,1789.839966,200.899994
04/09/2019,187.139999,1800.619995,202.190002
05/09/2019,190.899994,1840.719971,204.240005
06/09/2019,187.490005,1833.51001,204.729996
09/09/2019,188.759995,1831.349976,206.619995
10/09/2019,186.169998,1820.550049,208.309998
11/09/2019,188.490005,1822.98999,210.910004
12/09/2019,187.470001,1843.550049,211.369995
13/09/2019,187.190002,1839.339966,213.610001
16/09/2019,186.220001,1807.839966,210.330002
17/09/2019,188.080002,1822.550049,210.149994
18/09/2019,188.139999,1817.459961,210.899994
19/09/2019,190.139999,1821.5,209.220001
20/09/2019,189.929993,1794.160034,208.119995
23/09/2019,186.820007,1785.300049,207.960007
24/09/2019,181.279999,1741.609985,206.399994
25/09/2019,182.800003,1768.329956,208.110001
26/09/2019,180.110001,1739.839966,206.899994
27/09/2019,177.100006,1725.449951,207.449997
30/09/2019,178.080002,1735.910034,208.020004
01/10/2019,175.809998,1735.650024,206.710007
02/10/2019,174.600006,1713.22998,203.100006
03/10/2019,179.380005,1724.420044,204.979996
04/10/2019,180.449997,1739.650024,208.080002
07/10/2019,179.679993,1732.660034,207.240005
08/10/2019,177.75,1705.51001,204.089996
09/10/2019,179.850006,1721.98999,206.690002
10/10/2019,180.029999,1720.26001,206.860001
11/10/2019,184.190002,1731.920044,208.080002
14/10/2019,183.279999,1736.430054,207.910004
15/10/2019,188.889999,1767.380005,209.380005
16/10/2019,189.550003,1777.430054,209.289993
17/10/2019,190.389999,1787.47998,208.619995
18/10/2019,185.850006,1757.51001,208.759995
21/10/2019,189.759995,1785.660034,211.490005
22/10/2019,182.339996,1765.72998,210.619995
23/10/2019,186.149994,1762.170044,210.960007
24/10/2019,186.380005,1780.780029,210.259995
25/10/2019,187.889999,1761.329956,211.800003
28/10/2019,189.399994,1777.079956,212.860001
29/10/2019,189.309998,1762.709961,213.009995
30/10/2019,188.25,1779.98999,213.25
31/10/2019,191.649994,1776.660034,212.580002
01/11/2019,193.619995,1791.439941,215.830002
04/11/2019,194.720001,1804.660034,217.979996
05/11/2019,194.320007,1801.709961,220.880005
06/11/2019,191.550003,1795.77002,222
07/11/2019,190.419998,1788.199951,222.740005
08/11/2019,190.839996,1785.880005,221.309998
11/11/2019,189.610001,1771.650024,220.850006
12/11/2019,194.470001,1778,220.889999
13/11/2019,193.190002,1753.109985,219.770004
14/11/2019,193.149994,1754.599976,219.360001
15/11/2019,195.100006,1739.48999,219.740005
18/11/2019,197.399994,1752.530029,219.350006
19/11/2019,199.320007,1752.790039,219.029999
20/11/2019,197.509995,1745.530029,217.479996
21/11/2019,197.929993,1734.709961,216.630005
22/11/2019,198.820007,1745.719971,217.960007
25/11/2019,199.789993,1773.839966,219.059998
26/11/2019,198.970001,1796.939941,218.899994
27/11/2019,202,1818.51001,220.5
29/11/2019,201.639999,1800.800049,220.300003
02/12/2019,199.699997,1781.599976,220.330002
03/12/2019,198.820007,1769.959961,218.080002
04/12/2019,198.710007,1760.689941,218.399994
05/12/2019,199.360001,1740.47998,219.600006
06/12/2019,201.050003,1751.599976,222.610001
09/12/2019,201.339996,1749.51001,221.380005
10/12/2019,200.869995,1739.209961,221.259995
11/12/2019,202.259995,1748.719971,222.570007
12/12/2019,196.75,1760.329956,225.919998
13/12/2019,194.110001,1760.939941,225.369995
16/12/2019,197.919998,1769.209961,226.850006
17/12/2019,198.389999,1790.660034,227.050003
18/12/2019,202.5,1784.030029,225.009995
19/12/2019,206.059998,1792.280029,225.210007
20/12/2019,206.300003,1786.5,226.309998
23/12/2019,206.179993,1793,225.479996
24/12/2019,205.119995,1789.209961,225.470001
26/12/2019,207.789993,1868.77002,226.449997
27/12/2019,208.100006,1869.800049,226.139999
