Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99,Asset100
201208,78.2,88.36,91.42,92.94,110.2,92.34,96.91,103.9,119.25,120.62,341.58,346.02,366.92,355.24,360.53,361.53,374.32,353.16,349.45,359.24,596.67,628.93,613.07,600.74,644.59,643.04,672.63,625.98,617.11,607.9,987.42,968.73,993.17,1050.84,1067.79,1028.61,1118.68,1051.21,1159.67,997.05,1550.75,1595.76,1595.12,1606.4,1602.98,1586.36,1694.58,1619.15,1493.44,1610.92,1986.96,2240.15,2233.37,2411.73,2393.04,2154.53,2365.86,2360.95,2331.26,2155.21,3292.21,3452.01,3474.62,3277.08,3257.83,3438.93,3548.27,3385.86,3280.88,3170.3,5589.89,5641.48,5057.17,5504.51,5792.59,5540.4,5676.06,5977.13,5389.52,6424.53,13220.5,9869.89,11364.12,11822.19,11621.81,11589.38,11703.01,10994.93,12667.18,12296.04,56098.82,44386.04,29666.48,58014.47,54394.62,37085.17,73306.67,78459.29,77391.58,57828.88
201209,81.57,91.81,91.61,93.82,111.45,91.64,101.77,103.59,118.52,126,352.83,355.08,380.93,368.82,375.61,371.01,384.46,353.84,367.2,362.62,613.91,663.27,623.06,632.76,663.16,681.31,678.69,634.34,642.73,626.09,966.01,1023.77,994.28,1090.85,1088.95,1076.57,1132.35,1079.1,1208.41,1003.68,1662.19,1648.37,1681.8,1674.29,1657.79,1645.81,1822.36,1688.26,1558.05,1655.52,2218.59,2411.79,2341.29,2449.05,2492.49,2230.55,2382.54,2481.34,2335.37,2196.84,3527.46,3719,3551.8,3355.12,3361.85,3588.3,3741.64,3520.46,3387,3305.59,5659.11,5944.86,5315.14,5795.34,5865.5,5674.78,5913.34,6019.86,5805.21,6588.48,13804.01,10099.98,11775.66,12201.64,11708.15,11882.9,11980.81,11254.84,12993.88,13128.82,61588.51,46038.33,30721.75,60184.5,56760.31,37875.76,73237.66,78947.14,79956.59,57529.18
201210,86.09,95.14,95.39,98,116.59,97.57,106.48,110.84,120.35,132.25,373.29,368.71,403.11,380.91,389.32,387.84,396.7,361.64,375.55,367.49,659.21,693.46,635.4,638.37,686.07,721.98,731.15,669.94,688.76,653.92,1011.99,1035.25,1009.4,1147.21,1136.28,1117.71,1147.73,1106.71,1229.28,1074.4,1671.44,1671.8,1698.71,1724.32,1711.98,1699.51,1878.49,1709.27,1601.66,1629.28,2277.13,2496.19,2397.35,2506.65,2593.91,2259.32,2379.56,2612.47,2429.22,2216.82,3643.18,3765.5,3626.47,3484.01,3394.56,3565.9,3807.18,3606.39,3414.15,3348.93,6048.16,6290.22,5420,5898.13,5893.14,5882.27,5959.91,6153.2,5961.56,6698.3,14269.82,10268.89,12099.89,12388.94,12018.21,12172.71,12225.3,11393.5,13184.3,13258.43,58825.72,48827.67,32338.52,62433.51,60079.27,38513.19,75901.85,80260.12,80082.48,59042.05
201211,81.53,94.05,94.14,95.65,116.46,93.02,106.89,109.15,115.61,133.22,349.23,358.66,395.79,366.22,377.81,386.99,375.66,344.87,373.73,338.41,632.26,677.66,622.89,635.21,676.32,717.66,716.55,653.39,655.3,619.32,918.44,985.69,1001.17,1125.32,1117.32,1101.01,1121.56,1112.98,1173.36,1075.16,1662.37,1675.66,1754.56,1755.16,1696.87,1674.5,1845.63,1644.78,1620.15,1566.13,2229.43,2468.7,2427.45,2426.9,2523.08,2262.74,2290.24,2663.68,2383.86,2170.63,3573.75,3787.74,3764.17,3322.53,3390.1,3449.84,3754.17,3541.42,3486.05,3436.39,6107.94,6234.97,5470.01,5811.08,5855.82,5758.51,6002.56,6239.91,5895,6851.11,13808.38,10078.21,11856.53,11941.21,11767.74,11932.09,12192.14,11259.29,13010.55,12856.1,62664.91,50220.88,32207.94,59803.57,57639.35,38596.43,75176.7,79263.22,75847.78,58020.64
201212,81.28,92.94,92.87,95.37,116.9,90.37,103.94,107.54,109.99,136.85,353.46,366.07,407.77,381.83,380.11,370.3,367.9,332.78,380.35,336.58,621.1,690.85,617.86,633.17,679.12,717.51,731.37,661.42,658.22,628.43,900.75,948.13,1007.43,1130.93,1094.63,1120.53,1145.63,1102.88,1178.72,1055.6,1734.81,1648.21,1747.88,1756.68,1707.49,1746.86,1890.51,1705.32,1667.15,1703.09,2276.34,2486.8,2462.71,2507.12,2534.77,2305.04,2331.47,2767.59,2460.21,2216.84,3603.88,3908.75,3752.93,3350.29,3586.38,3476.3,3809.05,3662.36,3484.71,3573.22,6170.89,6029.67,5513.02,5701.55,5968.48,5900.91,6222.76,6152.89,6051.3,7035.41,15302.21,10196.49,11984.83,11917.15,11836.9,12083.08,12174.89,11243.08,13266.7,13065.51,59435.69,49953.01,32538.68,61234.12,59361.2,39160.51,74503.05,78401.41,75434.3,58019.11
201301,81.53,95.55,96.51,97.68,119.93,90.02,107.99,108.11,108.65,138.17,365.27,391.1,410.98,399.56,395.22,388.07,361.76,359.18,394.01,358.22,649.02,729.98,643.35,656.43,693.99,751.77,746.39,682.28,672.48,638.33,922.88,981.47,1047.67,1163.73,1128.11,1153.9,1155.95,1129.91,1211.03,1093.57,1782.07,1676.03,1783.98,1815.42,1734.43,1816.92,1912.96,1769.63,1694.31,1780.27,2359.02,2504.07,2525.9,2607.74,2579.02,2348.77,2335.11,2793.76,2552.04,2270.89,3730.4,3870,3826.87,3500.63,3677.86,3587.54,3807.09,3755.21,3468.35,3666.21,6318.58,6096.8,5685.23,6015.36,5947.18,6241.23,6389.54,6357,6136.86,7236.23,15247.68,10612.77,12265.69,12278.84,12284.89,12369.09,12366.8,11387.73,13538.47,12758.49,63328.7,52629.72,32915.29,61397.59,61013.63,38977.66,74731.35,78001.52,73498.74,57941.63
201302,88.63,101.16,103.48,106.32,125.02,95.47,117.26,116.82,110.93,146.82,384.34,401.87,428.87,425.26,399.21,404.33,388.52,369.62,417.23,365.07,702.99,783.79,685.63,705.04,721.27,787.14,783.55,733.99,741.06,675.82,996.87,1051.65,1115.15,1208.42,1182.36,1229.81,1225.89,1196.17,1324.38,1190.21,1870.57,1760.92,1863.2,1937.39,1864.03,1944.94,1960.43,1848.22,1765.12,1908.2,2493.98,2607.54,2684.01,2741.15,2787.78,2406.72,2509.85,3030.65,2789.11,2475.88,4096.49,4122.51,4131.28,3731.38,4005.21,3823.02,4080.96,4009.84,3757.32,4200.61,6925.18,6553.88,6097.11,6448.83,6409.56,6738.71,6912.21,6738.83,6415.81,7689.55,15900.08,11711.05,12817.9,13084.25,13195.89,13523.67,13126.09,11960.29,14277.57,13380.13,67867.56,57472.22,34665.87,65294.3,63175.68,42381.68,78798.02,82054.05,73602.94,60529.29
201303,88.72,102.54,103.97,106.69,122.79,95.91,120.48,115.48,112.31,150.87,373.71,402.46,436.19,426.8,406.67,408.17,393.15,384.97,425.43,369.88,719.43,785.11,701.66,718.8,727.6,804.14,795.92,743.01,788.36,668.05,999.96,1087.28,1156.9,1204.23,1153.95,1262.85,1260.87,1192.81,1343.65,1161.82,1990.41,1811.67,1857.87,1936.96,1872.33,1938.26,1963.47,1861.85,1792.44,1910.74,2549.7,2529.26,2719.52,2709.35,2811.61,2406.88,2576.24,3078.2,2875.11,2519.79,4151.24,4162.19,4143.71,3821.2,4062.13,3908.47,4230.71,3987.68,3866.06,4286.8,6762.26,6597.55,6254.47,6468.66,6393.98,6789.61,7039.8,6784.43,6387.44,7955.78,16091.64,11611.69,13143.05,13441.71,13362.49,13794.57,13292.05,12054.72,14814.59,13120.77,68190.48,58781.14,35362.8,65741.95,63914.18,42220.09,80299.75,83135.02,73546.35,60837.6
201304,94.78,107.08,108.44,112.67,129.11,105.2,126.39,119.06,119.49,162.92,396.27,420.33,464.41,435.69,426.25,420.71,411.76,409.28,460.26,377.86,763.48,821.46,723.06,747.22,752.35,850.07,830.29,787.93,813.48,705.03,1065.29,1152.11,1180.53,1235.11,1202.68,1310.96,1303.47,1261.13,1419.73,1196.78,2011.13,1900.1,1929.37,2020.49,1947.43,2023.12,2037.55,1973.79,1947.74,2002.97,2629.53,2672.84,2797.1,2780.69,2942.69,2497.65,2624.74,3287.11,3063.53,2691.97,4336.03,4503.17,4258.84,4001.41,4311.16,4043.43,4374.69,4169.76,4035.22,4483.7,7265.37,6986.46,6547.24,6857.34,6578.56,7188.5,7132.11,6962.47,6565.85,8306.66,17362.35,11937.06,13551.72,14341.21,14045.25,14184.08,13600.94,12585.24,15378.55,13919.47,69643.63,60647.29,37768.03,67796.41,65965.43,43100.68,84020.56,85604.95,76052.58,63223.21
201305,96.31,108.13,108.28,111.89,127.79,106.1,126.63,116.23,123.09,167.9,392.71,413.43,468.15,431.47,420.56,426.23,407.13,405.76,449.84,386.41,774.34,802.51,695.3,707.71,752.25,848.07,807.63,780.39,841.41,692.6,1084.05,1146.28,1140.93,1189.78,1274.93,1309.08,1271.62,1243.08,1354.27,1161.28,1948.93,1867.95,1858.15,2002.15,1914.66,2045.92,1998.01,2007.67,1920.67,2030.4,2570.29,2624.64,2778.16,2749.73,2912.14,2565.47,2593.14,3222.97,2971.29,2644.37,4601.01,4562.46,4231.16,3904.85,4284.83,3898.44,4459.4,4107.77,4148.37,4599.27,7569.24,7058.5,6471.89,7020.56,6604.14,7463.74,7268.1,6826.28,6642.12,8453.26,18571.25,11968.73,13607.99,14599.16,13974.22,14212.72,13881.96,12731.4,15546.48,14690.72,74308.06,62067.83,37252.45,67123.51,67021.35,43330.01,86648.99,87281.2,78783.39,63762.71
201306,100.43,112.36,113.87,113.82,135.39,107.47,130.5,126.27,132.88,183.71,416.84,428.87,506.51,464.75,437.54,444.11,438.06,453.58,478.87,405.61,853.12,863.39,745.58,762.22,794.63,872.16,840.03,809.17,866.84,731.79,1142.98,1219.47,1193.03,1276.38,1333.2,1336.96,1330.58,1281.28,1375.33,1245.7,1954.6,1975.87,1920.49,2104.51,2048.23,2142.32,2108.3,2024.16,2022.57,2152.18,2773.01,2687.29,2877.87,2799.85,2958.08,2706.88,2738.66,3254.93,3156.02,2769.5,5092.26,4790.56,4429.96,4051.83,4547.81,4081.76,4642.77,4267.79,4313.9,4799.06,7629.12,6976.52,6590.46,7080.79,6895.57,7807.7,7470.55,6968.56,6746.3,8500.34,18971.23,12765.02,14112.46,14870.01,14078.27,14692.49,13914.96,13099.36,15518.77,14805.28,79761.87,67498.29,37567.01,69803.27,69450.54,43906.99,86256.87,88696.01,80941.62,64147.67
201307,98.98,120.87,120.38,126,144.56,120.91,141.56,150.9,158.27,154.16,447.93,461.84,478.06,471.97,444.53,465.21,467.64,469.24,448.27,455.02,813.2,805.39,827.28,835.59,890.51,831.74,762.26,851.01,808.82,819.06,1327.74,1310.73,1315.67,1345.62,1325.46,1367.03,1253.05,1326.88,1258.74,1326.84,1940.32,1924.69,2033.17,2050.73,2070.27,2015.72,1945.18,1997.38,2037.06,1972.61,2984.19,2838.49,2941.21,2861.26,2849.22,2867.71,2831.88,2836.83,2839.85,2791.3,3877.94,4223.58,4138.64,4274.86,4097.32,4269.83,4357.01,4145.09,4524.67,4143.04,6880.18,6971.15,6840.76,7088.61,7280.3,6724.78,7667.04,7026.94,7398.97,7519.02,12298.57,14176.37,13899.54,14607.19,12943.35,14483.15,15992.26,13884.81,15011.97,13780.48,34765.08,47555.64,69442.07,61133.15,73084.05,55862.43,84763.65,90595.5,77190.31,56457.23
201308,106.99,130.03,125.76,134.52,156.28,131.35,155.44,163.14,171.76,165.24,484.88,499.49,516.88,497.88,491.17,487.81,499.6,514.33,503.68,514.64,891.19,858.23,872.77,894.29,953.46,906.78,814.76,915.23,876.86,893.67,1411.3,1413.68,1381.48,1433.9,1413.45,1480.59,1350.18,1372.32,1334.68,1398.25,2117.5,2081.12,2195.5,2215.02,2199.36,2172.82,2058.87,2151.74,2164.55,2097.39,3291.13,2998.5,3129.51,3134.96,3138.61,3001.79,2979.03,3026.14,3070.17,3053.21,4288.25,4442.15,4384.87,4492.03,4484.46,4462.35,4618.35,4370.79,4855.69,4513.12,7283.4,7514.19,7246.53,7671.84,7643.08,7220.8,8214.54,7534.07,7806.71,8061.88,13492.03,14889.21,14494.93,15866.5,13549.75,14635.56,17076.36,14589.78,15869.6,14516.83,38595.49,52441.56,73989.51,64128.82,75619.65,59523.87,88839.25,94768.18,80902.68,58057.92
201309,103.81,126.19,123.09,129.87,151.48,125.93,148.58,160.44,168.73,152.55,466.28,489.34,505,479.37,471.6,476.96,503.08,504.73,471.95,495.13,861.63,833.98,858.82,848.95,916.61,853.72,798.25,907.18,852.45,878.15,1392.38,1364.48,1329.32,1387.93,1353.89,1437.54,1308,1401.2,1289.83,1478.45,2038.32,2010.13,2127.8,2123.45,2090.71,2111.11,1997.55,2049.36,2088.37,2032.69,3090.94,2896.47,3035.26,3109.74,3060.77,3005.67,2937.39,3068.86,2953.32,2898.28,4258.85,4255.85,4358.92,4233.9,4233.61,4299.58,4520.82,4198.06,4713.62,4431.04,7110.3,7145.7,7015.51,7508.05,7531.27,7058.68,8056.29,7334.84,7707.92,7991.61,14161.69,14808.3,14442.98,15232.27,13180.71,14047.11,16728.19,14271.22,15355.25,13967.25,38073.46,51011.4,70903.52,62834.6,71911.92,57540.89,85149.23,91035.04,80973.49,56178.65
201310,111.41,133.41,130.71,138.55,157.86,131.4,157.32,162.97,180.9,160.86,500.92,534.45,535.54,515.24,485.73,496.84,539.82,523.06,510.34,525.51,900.19,886.55,907.11,898.87,993.09,900.81,867.15,986.34,904.91,950.38,1500.71,1444.93,1387.42,1488.84,1434.69,1494.08,1403.95,1490.01,1389.23,1567.3,2104.91,2139.43,2218.53,2210.84,2270.62,2193.01,2062.87,2192.44,2163.14,2094.88,3482.53,2989.9,3172.62,3241.87,3225.39,3200.82,3165.29,3293.25,3065.4,3051.51,4823.68,4415.74,4573.6,4341.24,4418.53,4581.78,4773.89,4419.38,5066.69,4640.36,7605.1,7593.5,7191.97,7856.97,8013.21,7468.59,8482.59,7571.87,8020.61,8397.65,14822.44,15385.12,15499.09,15819.28,13365.45,14488.63,17165.86,14761.72,16037.46,14658.02,39877.11,53744.09,72508.09,65350.01,74416.23,58962.43,87328.41,93736.84,81883.84,60044.2
201311,112.25,137.51,134.52,144.32,161.91,137.78,164.47,173.01,183.52,163.37,480.81,542.89,548.26,535.95,495.94,514.42,572.47,539.85,534.88,541.22,886.62,906.9,906.43,966.18,1041.04,909.64,933.39,1025.52,927.54,1040.02,1407.85,1502.06,1407.23,1512.13,1465.16,1566.92,1442.21,1507.12,1474.42,1591.35,2139.44,2153.31,2259.4,2309.07,2393.03,2311.17,2210.63,2303.35,2225.55,2203.42,3474.78,2947.95,3349.01,3367.79,3321.51,3388.86,3306.38,3422.12,3166.79,3256.4,4685.75,4536.99,4754.51,4506.89,4537.09,4814.85,4924.63,4559.68,5294.98,4951.36,7734.85,7732.08,7433.44,7953.23,8173.97,7756.39,8842.88,7755.52,8409.39,8691.1,14427.74,16843.44,15649.39,16240.33,13450.24,14981.75,17702.44,15409.27,16700.15,15159.23,41852.66,54908.44,74621.62,67881.13,79928.22,61647.91,91346.65,96982.55,87292.45,62467.47
201312,118.67,144.89,140.26,150.52,169.32,143.34,176.93,193.02,187.55,170.27,508.46,575.15,585.78,570.3,533.37,539.48,610.13,575.75,562.2,577.22,906.78,948.58,966.88,1019.09,1100.61,923.3,969.3,1031.1,997.39,1090.61,1447,1541.47,1452.86,1618.37,1536.81,1643.17,1534.56,1584.03,1558.04,1679.18,2208.56,2232.49,2328.03,2344.78,2525.55,2318.12,2330.92,2360.94,2281.41,2247.52,3768.04,3015.75,3437.12,3400.86,3335.11,3543.06,3441.69,3327.99,3354.96,3370.32,4786.86,4733.95,4803.05,4625.24,4530.78,4716.39,5003.46,4688.44,5225.42,5012.08,7979.51,7651.34,7599.49,8121.48,8414.46,7955.38,8607.37,8014.14,8617.08,8894.63,13615.12,16757.61,16442.93,16122.29,13701.37,15282.3,18392.1,15798.16,17178.06,15527.87,44421.98,56758.93,77388.22,69280.38,81084.38,63146.72,94580.41,100655.08,90934.19,63770.61
201401,124.11,147.59,140.19,150.35,173.2,144.42,176.17,192.55,188.27,170.68,517.41,588.86,590.69,579.36,537.54,537.59,609.52,584.34,578.32,593.97,933.06,969.2,987.35,1028.48,1132.45,943.12,979.14,1039.11,1060.94,1096.51,1507.96,1562.71,1489.68,1616.97,1557.18,1650.08,1553.34,1626.24,1568.57,1762.45,2261.03,2252.79,2413.29,2415.18,2582.48,2351.14,2381.06,2489.95,2298.39,2286.97,3845.5,3119.18,3574.59,3404.44,3459.92,3673.19,3514.03,3475.76,3443.83,3445.4,4666.47,4870.84,5026.6,4718.74,4686.11,4790.42,5257.27,4811.77,5369.14,5282.42,8550.26,7913.26,8014.87,8555.58,8690.86,8218.63,8815.29,8137.94,8659.32,9155.66,13770.54,17240.77,16892.02,16500.95,14034.38,15451.23,19224.52,16640.8,17615.52,15819.98,45605.93,58847.98,79253.72,72042.48,85642.41,63822.36,95057.63,103568.85,92312.16,65530.8
201402,128.96,143.51,136.37,148.12,170.47,139.41,167.78,178.1,184.07,165.31,539.46,565.24,555.34,554.85,507.86,504.92,571.65,578.82,522.27,568.15,1053.76,943.6,927.67,970.81,1041.51,895.55,903.73,992.34,998.34,1028.8,1575.98,1508.93,1380.31,1528.01,1489.01,1605.43,1444.22,1559.78,1449.15,1608.95,2319.05,2196.6,2323.24,2346.97,2553.27,2240.16,2284.36,2313.86,2271.8,2204.74,4230.15,3077.55,3448.78,3338.75,3367.82,3603.27,3316.63,3283.8,3231.47,3420.06,4829.88,4707.58,4722.08,4720.67,4776.18,4601.01,5137.37,4730.52,5080.24,4869.38,8528.31,7952.16,7777.43,8390.26,8937.54,7985.72,8401.95,7809.12,8282.7,8409.08,14242.67,17235.34,16853.14,16458.26,13823.56,14924.86,18625.88,16122.26,16814.96,15224.57,44236.24,56614.2,77032.84,67947.6,85662.23,62120.42,92016.91,98083.52,88059.45,62030.2
201403,135.58,150.06,138.43,155.03,176.28,144.49,174.41,187.76,192.22,176.62,568.46,592.95,579.7,577.79,511.24,515.25,607.58,620.93,563.26,548.17,1165.42,966.29,959.71,1017.92,1071.35,940.23,943.08,1032.63,1021.38,1043.24,1656.39,1642.25,1410.65,1574.82,1525.48,1651.93,1559.28,1599.83,1514.58,1707.81,2451.47,2311.13,2429.03,2431.17,2677.11,2338.73,2371.43,2463.02,2323.05,2238.55,4509.96,3344.31,3588.47,3578.12,3485.12,3764.65,3516.21,3545.25,3395.1,3641.3,5136.29,5015.28,4805.13,4998.23,4906.81,4891.4,5366,4952.86,5332.03,5093.89,9237.76,8218.58,7923.35,8837.43,9470,8296.32,9044.11,8363.36,8799.41,9104.54,15924.17,18320.43,17512.44,17373.21,14765.6,15637.54,19702.67,16691.52,17942.39,16197.65,45470.3,58648.11,78951.21,70237.04,90054.43,63439.41,95162.53,102409.3,92024.32,64288.02
201404,131.12,150.88,136.71,156.92,182.15,146.56,173.31,188.36,190.88,186.58,548.58,600.35,582.62,578.94,535.45,524.54,625.01,612.19,591.96,544.79,1092.04,959.67,979.82,1042.49,1103.49,963.78,985.72,1040.54,1010.82,1068.64,1520.07,1634.83,1425.17,1615.49,1548.52,1658.96,1562.54,1605.92,1517.33,1742.18,2332.36,2197.01,2445.94,2465.34,2672.99,2322.44,2352.22,2458.48,2381.38,2272.17,4121.1,3294.32,3606.28,3550.04,3536.82,3699.68,3471.15,3454.59,3499.51,3639.74,4785.96,5036.58,4741.2,5162.89,4943.62,4892.22,5393.95,4888.73,5291.87,5145.9,8896.55,8162.84,7998.42,8999.31,9279.04,8509.59,9204.34,8349.68,8752.33,8994.35,14977.21,18048.5,17609.37,17264.33,14654.09,15637.21,19667.24,17133.53,17935.76,15890.83,44684.59,57203.39,82001.66,70772.3,87783.49,63796.48,97711.32,103102.55,93000.16,65064.27
201405,119.88,141.52,133.18,153.22,169.75,142.02,164.23,181.79,195.76,178.38,506.7,555.83,562.22,553.71,507.84,503.1,599.22,579.51,592.1,516.71,1005.33,907.88,949.34,1018.14,1077.86,891.81,969.01,1005.75,1023.09,1033.78,1398.85,1589.89,1323.25,1578.71,1524.16,1610.46,1518.6,1595.91,1498.63,1684.98,2197.81,2110.91,2364.12,2431.43,2523.77,2237.39,2279.51,2378.06,2386.82,2243.88,3801.1,3192.19,3464.41,3315.82,3492.84,3686.3,3432.25,3409.7,3419.53,3698.99,4554.46,4832.47,4691.09,5152.79,4809.78,4849.76,5323.59,4919.37,5318.35,5080.99,8532.11,8098.9,7785.15,8876.01,9091.48,8529.42,9274.7,8384.85,8614.85,8714.08,15455.84,18537.94,17122.83,17378.29,14851.65,15187.29,19616.46,17109.22,17875.34,15707.72,42844,57588.77,80808.07,70461.9,86253.73,65136.79,96581.12,105575.3,95713.03,66632.91
201406,116.26,141,135.24,151.89,172.34,140.71,170.35,189.48,195.24,177.08,485.83,548.92,572.93,539.21,498.43,504.14,588.17,597.45,584.25,505.58,1044.69,878.34,931.85,998.94,1081,882.83,975.71,1001.73,970.97,1031.96,1413.48,1588.26,1340.5,1586.73,1540.57,1607.36,1508.21,1649.59,1498.1,1634.51,2276.96,2147.65,2347.97,2470.6,2581.97,2271.16,2249.24,2335.98,2423.11,2240.15,4044.89,3171.95,3486.77,3359.97,3535.34,3786.31,3360.38,3431.93,3400.59,3767.76,4554.55,4900.92,4685.26,5189.91,4764.46,4844.55,5454.15,5050.62,5423.54,5196.4,8834.12,8464.95,7889.28,8999.48,9535.9,8708.74,9395.09,8640.27,8806.81,8923.62,15374.7,19617.29,17852.11,17716.32,14845.89,15242.6,20188.24,17275.79,18162.54,16324.56,43219.89,58164.36,81250.88,72466.46,91153.2,65257.81,97842.46,106650.12,99086.73,66820.75
201407,112.26,132.22,163.64,156.57,149.34,151.57,173.24,173.9,176.73,167.15,513.48,526.52,524.59,566.28,514.03,536.85,512.52,489.97,501.33,505.15,933.86,914.94,938.35,994.01,991.23,979.21,917.23,978.3,961.91,971.41,1618.26,1621.43,1537.46,1683.92,1625.07,1654.21,1589.58,1672.81,1538.51,1553.82,2431.78,2485.37,2473.48,2435.34,2371.59,2451.77,2532.99,2488.93,2376.46,2405.6,3574.96,3472.97,3588.18,3539.4,3565.39,3501.87,3625.37,3542.57,3721.79,3587.38,5461.26,5604.54,5047.89,5267.9,5180.25,5335.02,5182.57,5372.05,5240.25,5424.35,9111.79,8918.55,8306.74,8434.18,8559.38,8300.32,8007.58,9025.1,8402.41,8729.19,18401.17,15563.99,15744.92,17795.73,16427.34,17276.4,17163.24,16872.66,17511.41,16417.46,34819.39,54999.44,86668.41,76970.49,68595.18,79601.89,97898.2,92006.06,104688.88,61453.61
201408,102,127.28,157.2,150.34,139.85,145.01,172.84,169.32,165.94,160.41,466.17,492.33,485.21,526.3,487.91,503.89,487.89,489.82,458.19,478.67,848.62,865.69,874.9,938.12,953.58,928.29,860.04,906.36,888.16,884.11,1656.36,1528.26,1426.52,1560.52,1508,1553.69,1511.96,1562.14,1456.53,1475.7,2190.61,2385.98,2317.14,2284.11,2206.31,2314.58,2390.43,2362.79,2262.11,2174.19,3140.15,3278.19,3481.85,3364.4,3344.51,3306.74,3441.33,3365.34,3612.26,3413.93,5047.08,5340.1,4837.77,5167.35,4853.75,4965.28,4953.2,5208.69,4966.79,5293.91,8812.43,7990.16,8179.74,8155.85,8286.84,8069.66,7934.41,9018.12,8275.54,8611.88,18559.54,15156.7,15722.36,17228.46,15879.44,16559.4,16863.87,16501.37,17332.93,16038.49,33203.85,54162.7,84740.62,76199.52,67914.07,78867.34,95606.52,92423.63,104489.41,59756.14
201409,105.31,133.37,165.42,155.79,148.02,147.29,176.25,179.01,177.68,164.64,481.01,507.91,503.29,549.07,497.68,513.81,520.59,498.66,476.65,495.14,913.45,908.49,902.13,963.92,982.34,976.72,871.85,954.44,944.01,947.8,1824.85,1610.69,1494.23,1600.41,1567.24,1624.31,1558.81,1595.49,1555.86,1564.92,2328.23,2522.5,2383.05,2367.57,2295.98,2365.49,2480.87,2467.62,2384.22,2298.01,3409.78,3422.5,3688.15,3604.81,3515.6,3435.65,3553.98,3483.39,3832.79,3577.68,5628.61,5509.42,5042.21,5402.63,4982.6,5244,5180.45,5536.61,5170.35,5560.43,9574.56,8345.58,8590.23,8583.68,8601.52,8425.11,8316.38,9351.57,8654.21,8991.57,20100.97,16068.26,16095.09,18089.87,16684.43,17212.99,17490.79,17256.72,17865.8,16855.31,35247.85,55928.71,89698.76,78509.17,69313.87,81060.97,98427.51,96612.01,108637.2,61385.61
201410,99.14,128.26,157.76,150.46,141.37,143.36,165.12,170.98,175.3,156.63,432.28,484.26,466.9,519.34,480.92,468.87,489.5,452.92,461.29,451.9,843.49,884.12,851.87,910.81,919.96,929.87,828.35,893.83,895.36,877.88,1730.67,1495.79,1428.19,1518.58,1471.15,1556.68,1471.74,1510.09,1486.74,1475.09,2187.9,2341.37,2263.07,2194.89,2217.58,2218.77,2335.35,2393.09,2368.62,2247.22,3073.06,3232.12,3497.33,3484.25,3250.57,3230.29,3360.79,3334.25,3592.11,3439.31,5382.13,5232.45,4853.52,5137.17,4688.04,5025.55,4954.17,5331.26,5020.73,5267.31,9159.2,7982.39,8279.62,8244.52,8206.54,8095.54,8196.56,8936.47,8441.27,8683.17,20681.62,15820.89,15749.67,17571.18,16044,17022.72,16912.72,16658.22,17126.2,16712.85,33546.7,55841.8,88330.73,79279.37,68527.02,79596.37,97302.13,96094.2,106494.56,61236.8
201411,101.17,133.55,164.93,162.79,149.24,153.94,173.34,176.04,192.97,154.88,455.64,512,512.56,565.96,525.24,500.9,529.24,497.08,484.22,497.41,892.77,948.25,924.13,998.18,970.19,1025.03,899.17,897.92,1005.47,897.57,1857.86,1543.03,1508.39,1634.61,1539.43,1679.64,1583.15,1607,1526.09,1546.27,2254.15,2449.41,2432.26,2367.97,2372.65,2353.95,2464.37,2389.28,2485.76,2263.97,3251.35,3276.64,3582.28,3644.89,3387.23,3415.92,3434.83,3469.79,3740.7,3566.07,5492.8,5098.54,5017.93,5261.08,4733.28,5177.34,4856.22,5417.03,5073.27,5191.67,9112.41,8395.28,8532.93,8448.09,8521.93,8233.15,8417.09,9440.27,8519.35,8988.94,18897.58,16436.35,16044.49,17903.74,16978.2,17721.49,17145.66,17388.46,17336.39,17388.48,34293.91,57072.12,89242.7,78240.04,69115.99,81772.53,99496.94,97455.07,109854.3,61849.62
